label,message,num_characters,num_words,num_sentences
ham,aight ill text you when im back,31,7,1
ham,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,106,22,1
ham,wow  i love you sooo much you know  i can barely stand it  i wonder how your day goes and if you are well my love  i think of you and miss you,142,33,1
spam,fantasy football is back on your tv go to sky gamestar on sky active and play k dream team scoring starts on saturday so register nowsky opt out to,147,29,1
ham,probably not still going over some stuff here,45,8,1
ham,hi here have birth at on the  to  at lb oz mother and baby doing brilliantly,76,16,1
spam,free message activate your  free text messages by replying to this message with the word free for terms  conditions visit wwwcom,128,21,1
ham,yo yo yo byatch whassup,23,5,1
ham,yes just finished watching days of our lives i love it,54,11,1
ham,only saturday and sunday holiday so its very difficult,54,9,1
ham,haha hope  can hear the receipt sound gd luck,45,9,1
ham,dude sux for snake he got old and raiden got buff,49,11,1
ham,oh godtaken the teethis it paining,34,6,1
ham,ofcourse i also upload some songs,33,6,1
spam,ur awarded a city break and could win a  summer shopping spree every wk txt store to skilgmetscswinawkageperwksub,113,18,1
ham,not yet chikkuwat abt u,23,5,1
ham,are you angry with me what happen dear,38,8,1
ham,ill call u mrw at ninish with my address that icky american freek wont stop callin me  bad jen k eh,99,21,1
ham,sry dajst nw only i came to home,32,8,1
ham,dunno dats wat he told me ok lor,32,8,1
ham,or maybe my fat fingers just press all these buttons and it doesnt know what to do,82,17,1
spam,new textbuddy chat  horny guys in ur area  just p free  receive search postcode or at gaytextbuddycom txt one name to,117,21,1
spam,wan win a meetgreet with westlife  u or a m they are currently on what tour unbreakable untamed unkempt text  or  to  cost p std text,133,26,1
spam,we tried to call you re your reply to our sms for a video mobile  mins unlimited text free camcorder reply or call now  del thurs,129,26,1
ham,ive reached sch already,23,4,1
ham,im at home please call,22,5,1
ham,wifehow she knew the time of murder exactly,43,8,1
ham,i couldnt say no as he is a dying man and i feel sad for him so i will go and i just wanted you to know i would probably be gone late into your night,149,36,1
ham,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys ill forward you a link,130,27,1
spam,this is the nd time we have tried to contact u u have won the  prize to claim just call  b  tcsstop sms  ppm,108,24,1
ham,i have to take exam with in march,33,8,1
ham,nope watching tv at home not going out v bored,46,10,1
ham,fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose  u lose if u win  u still lose,144,33,1
ham,you will be in the place of that man,36,9,1
ham,kthen any other special,23,4,1
ham,i dont know ask to my brother nothing problem some thing that just i told,73,15,1
ham,i think that tantrums finished so yeah ill be by at some point,62,13,1
ham,hey do u fancy meetin me at  at cha  hav a lil beverage on me if not txt or ring me and we can meet up lr quite tired got in at  vpist  love pete x x x,151,38,1
ham,peteis this your phone still its jenny from college and leannewhat are you up to now,84,16,1
ham,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning,145,28,1
ham,ha i wouldnt say that i just didnt read anything into way u seemed i dont like  be judgementali save that for fridays in the pub,128,26,1
spam,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,123,27,1
ham,but really quite funny lor wat then u shd haf run shorter distance wat,70,14,1
ham,hi this is roger from cl how are you,36,9,1
ham,sorry ill call later,20,4,1
ham,miss ya need ya want ya love ya,31,8,1
ham,i think were going to finns now come,36,8,1
ham,for my family happiness,23,4,1
ham,how its a little difficult but its a simple way to enter this place,67,14,1
ham,neshanthtel me who r u,22,5,1
ham,yeah imma come over cause jay wants to do some drugs,52,11,1
ham,i sent them do you like,23,6,1
ham,er hello things didnt quite go to plan  is limping slowly home followed by aa and with exhaust hanging off,106,20,1
ham,reverse is cheating that is not mathematics,43,7,1
ham,yes we are chatting too,23,5,1
ham,hmm well night night,20,4,1
ham,chk in ur belovd ms dict,24,6,1
ham,just seeing your missed call my dear brother do have a gr day,61,13,1
ham,for me the love should start with attractioni should feel that i need her every time around meshe should be the first thing which comes in my thoughtsi would start the day and end it with hershe should be there every time i dreamlove will be then when my every breath has her namemy life should happen around hermy life will be named to heri would cry for herwill give all my happiness and take all her sorrowsi will be ready to fight with anyone for heri will be in love when i will be doing the craziest things for herlove will be when i dont have to proove anyone that my girl is the most beautiful lady on the whole planeti will always be singing praises for herlove will be when i start up making chicken curry and end up makiing sambarlife will be the most beautiful thenwill get every morning and thank god for the day because she is with mei would like to say a lotwill tell later,888,171,1
ham,don knowhe is watching film in computer,39,7,1
ham,i know a few people i can hit up and fuck to the yes,52,14,1
ham,when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,137,26,1
spam,uve been selected to stay in  of  top british hotels  for nothing holiday valued at  dial  to claim  national rate call bx swss,127,23,1
ham,mystery solved just opened my email and hes sent me another batch isnt he a sweetie,83,16,1
ham,dude got a haircut now its breezy up there,42,9,1
ham,what time you coming down later,31,6,1
ham,just trying to figure out when im suppose to see a couple different people this week we said wed get together but i didnt set dates,131,26,1
ham,kkcongratulation,16,1,1
ham,better than bb if he wont use it his wife will or them doctor,61,14,1
ham,aight ill get on fb in a couple minutes,39,9,1
ham,oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok,106,22,1
ham,sent me de webadres for geting salary slip,42,8,1
ham,i will be gentle princess we will make sweet gentle love,56,11,1
ham,say until like dat i dun buy ericsson oso cannot oredi lar,58,13,1
ham,ill probably be by tomorrow or even later tonight if somethings going on,72,13,1
ham,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can  xxx,126,29,1
ham,two fundamentals of cool life walk like you are the king or walk like you dont carewhoever is the king gud nyt,110,22,1
ham,ok is any problem to u frm him wats matter,42,10,1
ham,all write or wat,16,4,1
ham,playin space poker u,20,4,1
ham,where you what happen,21,4,1
ham,gud gudk chikku tke care sleep well gud nyt,43,9,1
ham,go where n buy juz buy when we get there lar,44,11,1
spam,private your  account statement for  xxxxxx shows  unredeemed s i m points call  identifier code  expires,105,16,1
ham,when did dad get back,21,5,1
ham,hi happy birthday hi hi hi hi hi hi hi,38,10,1
ham,tell me theyre female v howre you throwing in were deciding what all to get now,79,16,1
ham,its  only  ard rest all ard  at leastwhich is  price    bedrm,61,11,1
ham,so that takes away some money worries,37,7,1
ham,nt joking seriously i told,26,5,1
ham,hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me,109,25,1
ham,u sure u cant take any sick time,32,8,1
ham,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press  to copy your friends callertune,153,25,1
spam,welcome please reply with your age and gender to begin eg m,59,12,1
ham,i might come to kerala for  daysso you can be prepared to take a leave once i finalise dont plan any travel during my visitneed to finish urgent works,150,29,1
spam,a link to your picture has been sent you can also use httpaltocoukwavewaveaspo,78,13,1
ham,yesim in office da,18,4,1
spam,hi its lucy hubby at meetins all day fri  i will b alone at hotel u fancy cumin over pls leave msg day  lucy x callsminmobsmorelkpoboxhpfl,138,26,1
ham,sorry vikky im watching olave mandara movie kano in trishul theatre wit my frnds,80,14,1
ham,oh ho is this the first time u use these type of words,54,13,1
ham,takin linear algebra today,26,4,1
ham,i hav almost reached call i m unable to connect u,49,11,1
ham,anything lor but toa payoh got place  walk meh,46,9,1
ham,not directly behind abt  rows behind,36,6,1
ham,aiyah then i wait lor then u entertain me hee,45,10,1
ham,tomarrow final hearing on my laptop case so i cant,50,10,1
ham,can you let me know details of fri when u find out cos im not in tom or fri mentionned chinese thanks,101,22,1
ham,babe  how goes that day  what are you doing  where are you  i sip my cappuccino and think of you my love  i send a kiss to you from across the sea,146,32,1
ham,except theres a chick with huge boobs,37,7,1
ham,the fact that youre cleaning shows you know why im upset your priority is constantly what i want to do not what i need to do,124,26,1
ham,thats cool ill come by like  ltgt ish,37,8,1
ham,the new deus ex game comin early next yr,40,9,1
ham,doing nothing then u not having dinner w us,43,9,1
ham,where at were hungry too,24,5,1
ham,what about this one then,24,5,1
ham,hows that watch resizing,24,4,1
ham,yup ok,6,2,1
ham,at what time should i come tomorrow,35,7,1
ham,oh ok no prob,13,4,1
ham,wat r u doing,13,4,1
ham,fuck babe i miss you sooooo much  i wish you were here to sleep with me  my bed is so lonely  i go now to sleep  to dream of you my love,136,32,1
ham,just checked out heading out to drop off my stuff now,53,11,1
ham,why didnt u call on your lunch,30,7,1
ham,just send a text well skype later,33,7,1
spam,sms ac sun posts helloyou seem cool wanted to say hi hi stop send stop to,73,16,1
ham,wat happened to the cruise thing,32,6,1
ham,take something for pain if it moves however to any side in the next hrs see a doctor,84,18,1
ham,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas,107,20,1
ham,i just made some payments so dont have that much sorry would you want it fedex or the other way,95,20,1
ham,a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend,148,36,1
ham,lol  i really need to remember to eat when im drinking but i do appreciate you keeping me company that night babe smiles,120,23,1
ham,you should know now so hows anthony are you bringing money ive school fees to pay and rent and stuff like that thats why i need your help a friend in need,154,32,1
ham,hasnt that been the pattern recently crap weekends,50,8,1
ham,k still are you loving me,25,6,1
spam,interflora  its not too late to order interflora flowers for christmas call   to place your order before midnight tomorrow,122,19,1
ham,you arent coming home between class right i need to work out and shower,71,14,1
spam,you are a winner you have been specially selected to receive  cash or a  award speak to a live operator to claim call ampm cost p,129,26,1
ham,i send the print  outs da,25,6,1
ham,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,141,30,1
ham,dear i have reache room,23,5,1
ham,oh u must have taken your real valentine out shopping first,59,11,1
ham,i wanted to ask  to wait  me to finish lect cos my lect finishes in an hour anyway,82,18,1
ham,once free call me sir,21,5,1
ham,oh wow thats gay will firmware update help,42,8,1
ham,come to medical college at pm forward it da,43,9,1
ham,jade its paul y didnt u txt me do u remember me from barmed i want  talk  u txt me,82,20,1
ham,i prefer my free days tues wed fri oso can  ask those workin lor,64,14,1
ham,i havent add  yet right,23,5,1
ham,joys father is john then john is the  of joys father if u ans ths you hav  ltgt  iq tis s ias question try to answer,116,26,1
ham,aight text me when youre back at mu and ill swing by need somebody to get the door for me,89,20,1
ham,ive been trying to reach him without success,44,8,1
ham,hey r  still online ive finished the formatting,47,8,1
ham,god created gap btwn ur fingers so dat sum vry special will fill those gaps by holding ur hands now plz dont ask y he created so much gap between legs,150,31,1
spam,congrats  mobile g videophones r yours call  now videochat wid ur mates play java games dload polyh music noline rentl bx ip we pm,130,24,1
ham,ard  lor,8,2,1
ham,ok   now i am in bus  if i come soon i will come otherwise tomorrow,67,15,1
ham,how much u trying to get,24,6,1
ham,short but cute be a good person but dont try to prove it gud noon,65,15,1
spam,well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to  now optout txt eng stop box wwx,131,26,1
ham,on a tuesday night r u  real,28,7,1
ham,chile please its only a  ltdecimalgt  hour drive for me i come down all the time and will be subletting febapril for audition season,132,24,1
ham,u havent lost me ill always b here ui didnt intend  hurt u but i never knew how u felt about me when iwasmarinethats what itriedtell urmomi careabout u,151,29,1
ham,ugh hopefully the asus ppl dont randomly do a reformat,54,10,1
ham,ok i am a gentleman and will treat you with dignity and respect,63,13,1
ham,well im gonna finish my bath now have a goodfine night,54,12,1
ham,sorry ill call later,20,4,1
ham,not thought bout it  drink in tap  spile at seven  is that pub on gas st off broad st by canal  ok,98,22,1
spam,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to   sptyrone,122,24,1
ham,alright well bring it to you see you in like  ltgt  mins,56,12,1
ham,mmm thats better now i got a roast down me id b better if i had a few drinks down me  good indian,97,23,1
ham,you in your room i need a few,29,8,1
ham,r u saying i should re order the slippers cos i had to pay for returning it,75,17,1
spam,thanks for your subscription to ringtone uk your mobile will be charged month please confirm by replying yes or no if you reply no you will not be charged,154,29,1
ham,what do u want when i come backa beautiful necklace as a token of my heart for youthats what i will give but only to my wife of my likingbe that and seeno one can give you thatdont call mei will wait till i come,211,45,1
ham,science tells that chocolate will melt under the sunlight please dont walk under the sunlight bcozi dont want to loss a sweet friend,132,23,1
spam,your chance to be on a reality fantasy show call now   just p per min ntt ltd po box  croydon cr wb  is a national  rate call,125,27,1
ham,ive been barred from all b and q stores for lifethis twat in orange dungerees came up to me and asked if i wanted decking so i got the first punch in,149,32,1
ham,yes it completely in out of formclark also utter waste,54,10,1
ham,i know im lacking on most of this particular dramastorms details but for the most part im not worried about that,112,21,1
ham,is it ok if i stay the night here xavier has a sleeping bag and im getting tired,80,18,1
spam,freemsg todays the day if you are ready im horny  live in your town i love sex fun  games netcollex ltd p per msg reply stop to end,131,28,1
ham,so when do you wanna gym harri,30,8,1
ham,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,118,25,1
ham,am i the only one who doesnt stalk profiles,43,9,1
ham,on ma way to school can you pls send me ashleys number,54,12,1
ham,im gonna say no sorry i would but as normal am starting to panic about time sorry again are you seeing on tuesday,113,24,1
ham,hard but true how much you show amp  express your love to someonethat much it will hurt when they leave you or you get seperatedud evening,138,26,1
ham,carlos is down but i have to pick it up from him so ill swing by usf in a little bit,84,21,1
spam,do you want a new nokia i colour phone delivered tomorrow with  free minutes to any mobile   free text  free camcorder reply or call,132,24,1
ham,thanks fills me with complete calm and reassurance,50,8,1
ham,hey hunonbus goin  meet him he wants go out a meal but i donyt feel like it cuz have  get last bus homebut hes sweet latelyxxx,126,26,1
ham,kkhow is your business now,26,5,1
ham,we still on for tonight,23,5,1
spam,hard live  chat just pmin choose your girl and connect live call  now cheap chat uks biggest live service vu bcmwcnxx,117,21,1
ham,how u doin baby girl  hope u are okay every time i call ure phone is off i miss u get in touch,94,23,1
ham,itll be tough but ill do what i have to,39,10,1
ham,u so lousy run already come back then half dead hee,51,11,1
ham,sorry about that this is my mates phone and i didnt write it love kate,70,15,1
ham,and thats fine i got enough bud to last most of the night at least,66,15,1
ham,goodmorning today i am late for hr,34,7,1
ham,pls dont forget to study,24,5,1
ham,hi missed your call and my mumhas beendropping red wine all over theplace what is your adress,93,17,1
spam,urgent please call  from landline your abta complimentary  tenerife holiday or  cash await collection sae tcs box  cwwx ppm,123,19,1
ham,its that time of the week again ryan,36,8,1
ham,our ride equally uneventful  not too many of those pesky cyclists around at that time of night,94,17,1
ham,ah well that confuses things doesnt it,38,7,1
ham,please give it   or i will pick it up on tuesday evening about  if that is ok,77,17,1
ham,okie but i scared u say i fat then u dun wan me already,55,14,1
ham,im outside islands head towards hard rock and youll run into me,63,12,1
ham,ladies first and genus second k,31,6,1
ham,lol wtf random btw is that your lunch break,43,9,1
ham,well i know z will take care of me so no worries,48,12,1
ham,hi my darlin im on my way to london and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx,155,35,1
ham,nope but ill b going  sch on fri quite early lor cos mys sis got paper in da morn,81,19,1
ham,have you heard from this week,29,6,1
spam,hot live fantasies call now  just p per min ntt ltd po box  croydon cr wb k,75,17,1
ham,customer place i will call you,30,6,1
ham,neft transaction with reference number  ltgt  for rs ltdecimalgt  has been credited to the beneficiary account on  ltgt  at  lttimegt  ltgt,139,21,1
ham,many more happy returns of the day i wish you happy birthday,60,12,1
spam,days to kick off for euro u will be kept up to date with the latest news and results daily to be removed send get txt stop to,125,28,1
ham,am on a train back from northampton so im afraid not im staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way,169,34,1
ham,that would be good  ill phone you tomo lunchtime shall i to organise something,78,14,1
ham,thanx a lot  ur help,20,5,1
ham,babe im answering you cant you see me  maybe youd better reboot ym  i got the photo  its great,94,19,1
ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie you,55,9,1
ham,okay we wait ah,15,4,1
ham,when you guys planning on coming over,37,7,1
ham,try to do something dear you read something for exams,53,10,1
ham,thanks love but am i doing torch or bold,40,9,1
ham,one small prestige problem now,30,5,1
ham,awesome how do i deal with the gate charles told me last night but uh yeah,74,16,1
ham,hi babe im at home now wanna do something xx,44,11,1
ham,dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid,117,18,1
ham,yeah thats what i was thinking,30,6,1
ham,no callsmessagesmissed calls,28,3,1
ham,hey you can pay with salary de only  ltgt,41,9,1
ham,we don call like  ltgt  times oh no give us hypertension oh,59,12,1
ham,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl,152,32,1
ham,pick ur fone up now u dumb,26,7,1
ham,lol  grins  im not babe but thanks for thinking of me,53,11,1
ham,headin towards busetop,22,3,1
ham,thanks for ve lovely wisheds you rock,37,7,1
ham,ok,2,1,1
spam,want  get laid tonight want real dogging locations sent direct  ur mob join the uks largest dogging network bt txting gravel to  nt eca pmsgp,141,25,1
ham,networking job is there,23,4,1
ham,yeah theres barely enough room for the two of us x has too many fucking shoes sorry man see you later,101,21,1
ham,good morning princess how are you,33,6,1
ham,if youre thinking of lifting me one then no,43,9,1
ham,oh yes i can speak txt  u no hmm did u get  email,49,13,1
ham,kkhow is your sister kids,25,5,1
ham,yes princess toledo,19,3,1
ham,hey are we going for the lo lesson or gym,41,10,1
ham,re your call you didnt see my facebook huh,42,9,1
ham,tell rob to mack his gf in the theater,38,9,1
ham,dear how you are you ok,23,6,1
ham,that would be great well be at the guild could meet on bristol road or somewhere  will get in touch over weekend our plans take flight have a good week,151,30,1
ham,i cant describe how lucky you are that im actually awake by noon,64,13,1
ham,i cant pick the phone right now pls send a message,50,11,1
ham,i jus hope its true that  missin me cos im really missin him you havent done anything to feel guilty about yet,110,22,1
ham,yes i started to send requests to make it but pain came back so im back in bed double coins at the factory too i gotta cash in all my nitros,140,32,1
spam,you have an important customer service announcement call freephone    now,73,10,1
ham,as in missionary hook up doggy hook up standing,47,9,1
ham,k wait chikkuil send aftr  ltgt mins,36,7,1
ham,ya very nice  be ready on thursday,34,7,1
ham,ah well that confuses things doesnt it i thought was friends with now maybe i did the wrong thing but i already sort of invited tho he may not come cos of money,160,33,1
ham,you also didnt get na hi hi hi hi hi,36,10,1
ham,its ur luck to love someone its ur fortune to love the one who loves u but its a miracle to love a person who cant love anyone except u gud nyt,143,32,1
ham,i wont touch you with out your permission,41,8,1
ham,hope you are not scared,23,5,1
spam,cds u congratulations ur awarded  of cd gift vouchers or  gift guaranteed  freeentry   wkly draw xt music to  tncs wwwldewcomwinppmxage,135,20,1
ham,yup no more already thanx  printing n handing it up,51,10,1
ham,apart from the one i told you about yesterday,45,9,1
ham,cool so how come you havent been wined and dined before,55,11,1
ham,and is there a way you can send shades stuff to her and she has been wonderful too,82,18,1
ham,no that just means you have a fat head,38,9,1
ham,my mobile numberpls sms ur mail idconvey regards to achanammarakheshqatar,73,10,1
ham,my exwife was not able to have kids do you want kids one day,60,14,1
spam,dear matthew please call  from a landline your complimentary lux tenerife holiday or  cash await collection ppm sae tcs box skxh,128,21,1
ham,stop knowing me so well,23,5,1
spam,free entry in  a weekly comp for a chance to win an ipod txt pod to  to get entry std txt rate tcs apply  for details,117,26,1
ham,huh  also cannot then only how many mistakes,44,9,1
ham,how dare you stupid i wont tell anything to you hear after i wont talk to you,77,17,1
ham,we made it eta at taunton is  as planned hope thats still okday good to see you xx,82,18,1
ham,i wait   inside da car park,27,6,1
ham,dhoni have luck to win some big titleso we will win,51,11,1
ham,hows ur paper,13,3,1
ham,cause im not freaky lol,23,5,1
ham,got smaller capacity one quite ex,33,6,1
ham,did u download the fring app,28,6,1
spam,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to   sptyrone,122,24,1
ham,nothing i got msg frm tht unknown no,36,8,1
ham,eh den sat u book e kb liao huh,31,9,1
ham,yeah like if it goes like it did with my friends imma flip my shit in like half an hour,87,20,1
ham,wake me up at  ltgt  am morning,31,7,1
ham,wylie update my weed dealer carlos went to freedom and had a class with lunsford,80,15,1
ham,celebrate my bday y else,24,5,1
ham,oh sorry please its over,24,5,1
ham,also remember to get dobbys bowl from your car,46,9,1
ham,yup ok i go home look at the timings then i msg  again xuhui going to learn on nd may too but her lesson is at am,113,27,1
ham,i cant pick the phone right now pls send a message,50,11,1
ham,sorry da i gone mad so many pending works what to do,52,12,1
ham,buy one egg for me daplease,27,6,1
ham,where r we meeting,18,4,1
spam,lord of the ringsreturn of the king in store nowreply lotr by  june  chance  win lotr soundtrack cds stdtxtrate reply stop to end txts,134,24,1
ham,we live in the next  ltgt mins,30,7,1
ham,dear reached railway what happen to you,39,7,1
spam,urgent your mobile number has been awarded with a  prize guaranteed call  from land line claim  valid hrs only,110,19,1
ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu,146,24,1
spam,think ur smart  win  this week in our weekly quiz text play to  nowtcs winnersclub po box  m uz  gbpweek,104,20,1
spam,bank of granite issues strongbuy explosive pick for our members up over   nasdaq symbol cdgt that is a  per,107,19,1
ham,okok okthenwhats ur todays plan,31,5,1
ham,i need coz i never go before,28,7,1
ham,but your brother transfered only  ltgt    ltgt  pa,50,8,1
ham,ok i msg u b i leave my house,29,9,1
ham,i am on the way to ur home,26,8,1
ham,merry christmas to u too annie,30,6,1
ham,tell me pa how is pain de,25,7,1
ham,oh yeahand hav a great time in newquaysend me a postcard  look after all the girls while im goneu know the im talkin boutxx,123,24,1
ham,im back lemme know when youre ready,35,8,1
ham,as usualiam fine happy amp doing well,37,7,1
spam,tells u  call  to claim  prize u have  enter all ur mobile  personal details  the prompts careful,97,17,1
spam,dont b floppy b snappy  happy only gay chat service with photo upload call  pmin  stop our texts call,101,19,1
spam,free tarot texts find out about your love life now try  for free text chance to   only after  free msgs  each,109,21,1
ham,ranjith cal drpd deeraj and deepak min hold,43,8,1
ham,its like that hotel dusk game i think you solve puzzles in a area thing,71,15,1
ham,i got arrested for possession at i shit you not  lttimegt  pm,61,12,1
ham,th of july,10,3,1
ham,just dropped em off omw back now,32,7,1
ham,hey  is  rite u put  evey mnth is that all,42,10,1
ham,ugh y cant u just apologize admit u were wrong and ask me to take u back,72,17,1
spam,from  lost pound help,21,4,1
ham,what class of  ltgt  reunion,28,5,1
ham,got it seventeen pounds for seven hundred ml  hope ok,53,10,1
ham,eek thats a lot of time especially since american pie is like  minutes long i cant stop singing it,98,19,1
ham,u come n search tat vidnot finishd,34,7,1
ham,in cbe  in chennai,18,4,1
ham,nan sonathaya soladha why boss,30,5,1
ham,siva is in hostel aha,21,5,1
ham,sure if i get an acknowledgement from you that its astoundingly tactless and generally faggy to demand a blood oath fo,118,21,1
ham,sure but make sure he knows we aint smokin yet,46,10,1
ham,was actually about to send you a reminder today have a wonderful weekend,72,13,1
ham,yep i do like the pink furniture tho,36,8,1
ham,ive reached already,19,3,1
ham,ki deleted my contact that why,30,6,1
ham,free any day but i finish at  on mon n thurs,44,11,1
ham,hui xin is in da lib,20,6,1
ham,im awake oh whats up,20,5,1
spam,oh my god ive found your number again im so glad text me back xafter this msgs cst std ntwk chg,95,21,1
ham,lol you forgot it eh  yes ill bring it in babe,46,11,1
ham,po de  no need job aha,22,6,1
ham,gumbys has a special where a  ltgt  cheese pizza is  so i know what were doin tonight,85,17,1
ham,sorry my roommates took forever it ok if i come by now,54,12,1
ham,thanks again for your reply today when is ur visa coming in and r u still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha,230,49,1
ham,ya it came a while ago,22,6,1
ham,machan you go to gym tomorrow  i wil come late goodnight,56,11,1
ham,we walked from my moms right on stagwood pass right on winterstone left on victors hill address is ltgt,103,19,1
ham,my new years eve was ok i went to a party with my boyfriend who is this si then hey,83,20,1
ham,at what time should i come tomorrow,35,7,1
ham,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as cant stay late tomorrow same time  place as always,162,31,1
ham,doing my masters when will you buy a bb cos i have for sale and hows bf,71,17,1
ham,also hi wesley howve you been,29,6,1
spam,valentines day special win over  in our quiz and take your partner on the trip of a lifetime send go to  now pmsg rcvd custcare,127,25,1
ham,k i yan jiu liao sat we can go  bugis vill one frm  to  den hop to parco  nb sun can go cine frm  to  den hop to orc mrt  hip hop at,132,33,1
ham,thanx but my birthday is over already,37,7,1
ham,lolnice i went from a fish to water,35,8,1
ham,left dessert u wan me  go suntec look  u,40,9,1
ham,i am not at all happy with what you saying or doing,51,12,1
ham,ok da i already planned i wil pick you,38,9,1
spam,loans for any purpose even if you have bad credit tenants welcome call noworriesloanscom on,91,15,1
spam,ur ringtone service has changed  free credits go to clubmobilescom to choose content now stop txt club stop to  pwk club po box mk wt,133,25,1
ham,ok how many should i buy,24,6,1
ham,by monday next week give me the full gist,41,9,1
spam,welcome to ukmobiledate this msg is free giving you free calling to  future mgs billed at p daily to cancel send go stop to,123,24,1
ham,buzz hey my love  i think of you and hope your day goes well did you sleep in  i miss you babe i long for the moment we are together againloving smile,150,32,1
ham,so lets make it saturday or monday as per convenience,53,10,1
ham,dear  why you mood off i cant drive so i brother to drive,57,13,1
ham,im gonna be home soon and i dont want to talk about this stuff anymore tonight k ive cried enough today,103,22,1
ham,let there be snow let there be snow this kind of weather brings ppl together so friendships can grow,100,19,1
ham,i should add that i dont really care and if you cant i can at least get this dude to fuck off but hey your money if you want it,127,30,1
ham,if you ask her or she say any please message,44,10,1
ham,apo all other are mokka players only,36,7,1
ham,nokia phone is lovly,20,4,1
ham,hi im having the most relaxing time ever we have to get up at am every day was the party good the other night i get home tomorrow at ish,136,30,1
ham,aight sounds good when do you want me to come down,50,11,1
ham,kkwhen will you give treat,26,5,1
ham,just gettin a bit arty with my collages at the mo well tryin  ne way got a roast in a min lovely i shall enjoy that,115,26,1
ham,am surfing online store for offers do you want to buy any thing,63,13,1
ham,why you keeping me away like this,33,7,1
ham,yay finally lol i missed our cinema trip last week,50,10,1
spam,pls stop bootydelious f is inviting you to be her friend reply yes or no see her wwwsmsacubootydelious stop send stop frnd to,125,23,1
ham,haha yup hopefully  we will lose a few kg by mon after hip hop can go orchard and weigh again,93,20,1
ham,prabhaim sorydarealyfrm heart im sory,37,5,1
ham,ssindia going to draw the series after many years in south african soil,71,13,1
spam,urgent we are trying to contact u todays draw shows that you have won a  prize guaranteed call  from land line claim j po boxcpm,128,25,1
ham,you were supposed to wake me up gt,34,8,1
ham,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng,137,33,1
ham,ok but tell me half an hr b u come i need  prepare,50,13,1
ham,am not interested to do like that,33,7,1
ham,i will vote for wherever my heart guides me,43,9,1
ham,but your not here,17,4,1
spam,free for st week no nokia tone  ur mob every week just txt nokia to  get txting and tell ur mates wwwgetzedcouk pobox  wwq normptone,132,25,1
ham,come back to tampa ffffuuuuuuu,30,5,1
ham,well theres a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that im a weed fiendmake them smoke too muchimpede their doing other things so you see how im hesitant,215,41,1
ham,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas,107,20,1
ham,cos daddy arranging time c wat time fetch  mah,46,9,1
spam,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to  now  chance  win  cash wkentp,129,27,1
ham,mum ask  to buy food home,25,6,1
ham,er yep sure props,17,4,1
ham,cool text me when youre parked,30,6,1
ham,cant think of anyone with  spare room off  top of my head,57,12,1
ham,i didnt get anything da,23,5,1
ham,stupidits not possible,22,3,1
ham,oclock at mine just to bash out a flat plan,43,10,1
ham,every king was once a crying baby and every great building was once a map not imprtant where u r today but where u wil reach tomorw gud ni,138,29,1
spam,congratulations thanks to a good friend u have won the  xmas prize  claim is easy just call  now only p per minute btnationalrate,129,23,1
spam,p per min to call germany  from your bt line just p per min check planettalkinstantcom for info  ts  cs text stop to opt out,124,25,1
